consec,GID,YEAR,IDno,MaxFreq,SeePlot_g,SeeLoc_g,AL,IA,IL,ND,NY,TOTALfreq,wgTOTAL,lCONSEC,lACCNO,lGID,lLOC,lLOCwg,pLABEL01,pLABEL02,pLABEL03
118,IL24-2175,24,2175,2,24,48,1,2,2,2,1,8,312,471,118,IL24-2175,ND,120 g,471  ( ND--118 ),IL24-2175,B4i-26 Oat seed ~120 g
118,IL24-2175,24,2175,2,24,48,1,2,2,2,1,8,312,472,118,IL24-2175,NY,120 g,472  ( NY--118 ),IL24-2175,B4i-26 Oat seed ~120 g
119,IL24-6508,24,6508,1,24,24,1,0,0,0,1,2,168,473,119,IL24-6508,AL,120 g,473  ( AL--119 ),IL24-6508,B4i-26 Oat seed ~120 g
119,IL24-6508,24,6508,1,24,24,1,0,0,0,1,2,168,474,119,IL24-6508,IA,120 g,474  ( IA--119 ),IL24-6508,B4i-26 Oat seed ~120 g
119,IL24-6508,24,6508,1,24,24,1,0,0,0,1,2,168,475,119,IL24-6508,ND,120 g,475  ( ND--119 ),IL24-6508,B4i-26 Oat seed ~120 g
119,IL24-6508,24,6508,1,24,24,1,0,0,0,1,2,168,476,119,IL24-6508,NY,120 g,476  ( NY--119 ),IL24-6508,B4i-26 Oat seed ~120 g
120,IL24-7474,24,7474,4,24,96,3,4,4,3,4,18,552,477,120,IL24-7474,AL,120 g,477  ( AL--120 ),IL24-7474,B4i-26 Oat seed ~120 g
120,IL24-7474,24,7474,4,24,96,3,4,4,3,4,18,552,478,120,IL24-7474,IA,120 g,478  ( IA--120 ),IL24-7474,B4i-26 Oat seed ~120 g
120,IL24-7474,24,7474,4,24,96,3,4,4,3,4,18,552,479,120,IL24-7474,ND,120 g,479  ( ND--120 ),IL24-7474,B4i-26 Oat seed ~120 g
120,IL24-7474,24,7474,4,24,96,3,4,4,3,4,18,552,480,120,IL24-7474,NY,120 g,480  ( NY--120 ),IL24-7474,B4i-26 Oat seed ~120 g
121,IL24-7461,24,7461,1,24,24,1,1,1,0,0,3,192,481,121,IL24-7461,AL,120 g,481  ( AL--121 ),IL24-7461,B4i-26 Oat seed ~120 g
121,IL24-7461,24,7461,1,24,24,1,1,1,0,0,3,192,482,121,IL24-7461,IA,120 g,482  ( IA--121 ),IL24-7461,B4i-26 Oat seed ~120 g
121,IL24-7461,24,7461,1,24,24,1,1,1,0,0,3,192,483,121,IL24-7461,ND,120 g,483  ( ND--121 ),IL24-7461,B4i-26 Oat seed ~120 g
121,IL24-7461,24,7461,1,24,24,1,1,1,0,0,3,192,484,121,IL24-7461,NY,120 g,484  ( NY--121 ),IL24-7461,B4i-26 Oat seed ~120 g
122,IL24-6125,24,6125,2,24,48,2,2,1,2,2,9,336,485,122,IL24-6125,AL,120 g,485  ( AL--122 ),IL24-6125,B4i-26 Oat seed ~120 g
122,IL24-6125,24,6125,2,24,48,2,2,1,2,2,9,336,486,122,IL24-6125,IA,120 g,486  ( IA--122 ),IL24-6125,B4i-26 Oat seed ~120 g
122,IL24-6125,24,6125,2,24,48,2,2,1,2,2,9,336,487,122,IL24-6125,ND,120 g,487  ( ND--122 ),IL24-6125,B4i-26 Oat seed ~120 g
122,IL24-6125,24,6125,2,24,48,2,2,1,2,2,9,336,488,122,IL24-6125,NY,120 g,488  ( NY--122 ),IL24-6125,B4i-26 Oat seed ~120 g
123,IL24-8149,24,8149,2,24,48,1,2,2,0,1,6,264,489,123,IL24-8149,AL,120 g,489  ( AL--123 ),IL24-8149,B4i-26 Oat seed ~120 g
123,IL24-8149,24,8149,2,24,48,1,2,2,0,1,6,264,490,123,IL24-8149,IA,120 g,490  ( IA--123 ),IL24-8149,B4i-26 Oat seed ~120 g
123,IL24-8149,24,8149,2,24,48,1,2,2,0,1,6,264,491,123,IL24-8149,ND,120 g,491  ( ND--123 ),IL24-8149,B4i-26 Oat seed ~120 g
123,IL24-8149,24,8149,2,24,48,1,2,2,0,1,6,264,492,123,IL24-8149,NY,120 g,492  ( NY--123 ),IL24-8149,B4i-26 Oat seed ~120 g
124,IL24-1913,24,1913,3,24,72,1,2,2,2,3,10,360,493,124,IL24-1913,AL,120 g,493  ( AL--124 ),IL24-1913,B4i-26 Oat seed ~120 g
124,IL24-1913,24,1913,3,24,72,1,2,2,2,3,10,360,494,124,IL24-1913,IA,120 g,494  ( IA--124 ),IL24-1913,B4i-26 Oat seed ~120 g
124,IL24-1913,24,1913,3,24,72,1,2,2,2,3,10,360,495,124,IL24-1913,ND,120 g,495  ( ND--124 ),IL24-1913,B4i-26 Oat seed ~120 g
124,IL24-1913,24,1913,3,24,72,1,2,2,2,3,10,360,496,124,IL24-1913,NY,120 g,496  ( NY--124 ),IL24-1913,B4i-26 Oat seed ~120 g
125,IL24-2612,24,2612,2,24,48,1,1,0,2,2,6,264,497,125,IL24-2612,AL,120 g,497  ( AL--125 ),IL24-2612,B4i-26 Oat seed ~120 g
125,IL24-2612,24,2612,2,24,48,1,1,0,2,2,6,264,498,125,IL24-2612,IA,120 g,498  ( IA--125 ),IL24-2612,B4i-26 Oat seed ~120 g
125,IL24-2612,24,2612,2,24,48,1,1,0,2,2,6,264,499,125,IL24-2612,ND,120 g,499  ( ND--125 ),IL24-2612,B4i-26 Oat seed ~120 g
125,IL24-2612,24,2612,2,24,48,1,1,0,2,2,6,264,500,125,IL24-2612,NY,120 g,500  ( NY--125 ),IL24-2612,B4i-26 Oat seed ~120 g
126,IL24-6278,24,6278,2,24,48,2,2,2,1,1,8,312,501,126,IL24-6278,AL,120 g,501  ( AL--126 ),IL24-6278,B4i-26 Oat seed ~120 g
126,IL24-6278,24,6278,2,24,48,2,2,2,1,1,8,312,502,126,IL24-6278,IA,120 g,502  ( IA--126 ),IL24-6278,B4i-26 Oat seed ~120 g
126,IL24-6278,24,6278,2,24,48,2,2,2,1,1,8,312,503,126,IL24-6278,ND,120 g,503  ( ND--126 ),IL24-6278,B4i-26 Oat seed ~120 g
126,IL24-6278,24,6278,2,24,48,2,2,2,1,1,8,312,504,126,IL24-6278,NY,120 g,504  ( NY--126 ),IL24-6278,B4i-26 Oat seed ~120 g
127,IL24-3276,24,3276,3,24,72,1,1,3,2,2,9,336,505,127,IL24-3276,AL,120 g,505  ( AL--127 ),IL24-3276,B4i-26 Oat seed ~120 g
127,IL24-3276,24,3276,3,24,72,1,1,3,2,2,9,336,506,127,IL24-3276,IA,120 g,506  ( IA--127 ),IL24-3276,B4i-26 Oat seed ~120 g
127,IL24-3276,24,3276,3,24,72,1,1,3,2,2,9,336,507,127,IL24-3276,ND,120 g,507  ( ND--127 ),IL24-3276,B4i-26 Oat seed ~120 g
127,IL24-3276,24,3276,3,24,72,1,1,3,2,2,9,336,508,127,IL24-3276,NY,120 g,508  ( NY--127 ),IL24-3276,B4i-26 Oat seed ~120 g
128,IL24-3322,24,3322,1,24,24,1,0,1,1,1,4,216,509,128,IL24-3322,AL,120 g,509  ( AL--128 ),IL24-3322,B4i-26 Oat seed ~120 g
128,IL24-3322,24,3322,1,24,24,1,0,1,1,1,4,216,510,128,IL24-3322,IA,120 g,510  ( IA--128 ),IL24-3322,B4i-26 Oat seed ~120 g
128,IL24-3322,24,3322,1,24,24,1,0,1,1,1,4,216,511,128,IL24-3322,ND,120 g,511  ( ND--128 ),IL24-3322,B4i-26 Oat seed ~120 g
128,IL24-3322,24,3322,1,24,24,1,0,1,1,1,4,216,512,128,IL24-3322,NY,120 g,512  ( NY--128 ),IL24-3322,B4i-26 Oat seed ~120 g
129,IL24-1521,24,1521,1,24,24,0,1,1,1,1,4,216,513,129,IL24-1521,AL,120 g,513  ( AL--129 ),IL24-1521,B4i-26 Oat seed ~120 g
129,IL24-1521,24,1521,1,24,24,0,1,1,1,1,4,216,514,129,IL24-1521,IA,120 g,514  ( IA--129 ),IL24-1521,B4i-26 Oat seed ~120 g
129,IL24-1521,24,1521,1,24,24,0,1,1,1,1,4,216,515,129,IL24-1521,ND,120 g,515  ( ND--129 ),IL24-1521,B4i-26 Oat seed ~120 g
129,IL24-1521,24,1521,1,24,24,0,1,1,1,1,4,216,516,129,IL24-1521,NY,120 g,516  ( NY--129 ),IL24-1521,B4i-26 Oat seed ~120 g
130,IL24-8153,24,8153,2,24,48,2,2,2,2,2,10,360,517,130,IL24-8153,AL,120 g,517  ( AL--130 ),IL24-8153,B4i-26 Oat seed ~120 g
130,IL24-8153,24,8153,2,24,48,2,2,2,2,2,10,360,518,130,IL24-8153,IA,120 g,518  ( IA--130 ),IL24-8153,B4i-26 Oat seed ~120 g
130,IL24-8153,24,8153,2,24,48,2,2,2,2,2,10,360,519,130,IL24-8153,ND,120 g,519  ( ND--130 ),IL24-8153,B4i-26 Oat seed ~120 g
130,IL24-8153,24,8153,2,24,48,2,2,2,2,2,10,360,520,130,IL24-8153,NY,120 g,520  ( NY--130 ),IL24-8153,B4i-26 Oat seed ~120 g
131,IL24-2512,24,2512,4,24,96,2,3,3,3,4,15,480,521,131,IL24-2512,AL,120 g,521  ( AL--131 ),IL24-2512,B4i-26 Oat seed ~120 g
131,IL24-2512,24,2512,4,24,96,2,3,3,3,4,15,480,522,131,IL24-2512,IA,120 g,522  ( IA--131 ),IL24-2512,B4i-26 Oat seed ~120 g
131,IL24-2512,24,2512,4,24,96,2,3,3,3,4,15,480,523,131,IL24-2512,ND,120 g,523  ( ND--131 ),IL24-2512,B4i-26 Oat seed ~120 g
131,IL24-2512,24,2512,4,24,96,2,3,3,3,4,15,480,524,131,IL24-2512,NY,120 g,524  ( NY--131 ),IL24-2512,B4i-26 Oat seed ~120 g
132,IL24-3207,24,3207,2,24,48,1,1,2,2,1,7,288,525,132,IL24-3207,AL,120 g,525  ( AL--132 ),IL24-3207,B4i-26 Oat seed ~120 g
132,IL24-3207,24,3207,2,24,48,1,1,2,2,1,7,288,526,132,IL24-3207,IA,120 g,526  ( IA--132 ),IL24-3207,B4i-26 Oat seed ~120 g
132,IL24-3207,24,3207,2,24,48,1,1,2,2,1,7,288,527,132,IL24-3207,ND,120 g,527  ( ND--132 ),IL24-3207,B4i-26 Oat seed ~120 g
132,IL24-3207,24,3207,2,24,48,1,1,2,2,1,7,288,528,132,IL24-3207,NY,120 g,528  ( NY--132 ),IL24-3207,B4i-26 Oat seed ~120 g
133,IL24-1553,24,1553,3,24,72,3,1,2,2,2,10,360,529,133,IL24-1553,AL,120 g,529  ( AL--133 ),IL24-1553,B4i-26 Oat seed ~120 g
133,IL24-1553,24,1553,3,24,72,3,1,2,2,2,10,360,530,133,IL24-1553,IA,120 g,530  ( IA--133 ),IL24-1553,B4i-26 Oat seed ~120 g
133,IL24-1553,24,1553,3,24,72,3,1,2,2,2,10,360,531,133,IL24-1553,ND,120 g,531  ( ND--133 ),IL24-1553,B4i-26 Oat seed ~120 g
133,IL24-1553,24,1553,3,24,72,3,1,2,2,2,10,360,532,133,IL24-1553,NY,120 g,532  ( NY--133 ),IL24-1553,B4i-26 Oat seed ~120 g
134,IL24-2317,24,2317,3,24,72,3,3,3,3,2,14,456,533,134,IL24-2317,AL,120 g,533  ( AL--134 ),IL24-2317,B4i-26 Oat seed ~120 g
134,IL24-2317,24,2317,3,24,72,3,3,3,3,2,14,456,534,134,IL24-2317,IA,120 g,534  ( IA--134 ),IL24-2317,B4i-26 Oat seed ~120 g
134,IL24-2317,24,2317,3,24,72,3,3,3,3,2,14,456,535,134,IL24-2317,ND,120 g,535  ( ND--134 ),IL24-2317,B4i-26 Oat seed ~120 g
134,IL24-2317,24,2317,3,24,72,3,3,3,3,2,14,456,536,134,IL24-2317,NY,120 g,536  ( NY--134 ),IL24-2317,B4i-26 Oat seed ~120 g
135,IL24-3060,24,3060,2,24,48,1,2,2,1,1,7,288,537,135,IL24-3060,AL,120 g,537  ( AL--135 ),IL24-3060,B4i-26 Oat seed ~120 g
135,IL24-3060,24,3060,2,24,48,1,2,2,1,1,7,288,538,135,IL24-3060,IA,120 g,538  ( IA--135 ),IL24-3060,B4i-26 Oat seed ~120 g
135,IL24-3060,24,3060,2,24,48,1,2,2,1,1,7,288,539,135,IL24-3060,ND,120 g,539  ( ND--135 ),IL24-3060,B4i-26 Oat seed ~120 g
135,IL24-3060,24,3060,2,24,48,1,2,2,1,1,7,288,540,135,IL24-3060,NY,120 g,540  ( NY--135 ),IL24-3060,B4i-26 Oat seed ~120 g
136,IL24-3578,24,3578,3,24,72,3,3,2,2,2,12,408,541,136,IL24-3578,AL,120 g,541  ( AL--136 ),IL24-3578,B4i-26 Oat seed ~120 g
136,IL24-3578,24,3578,3,24,72,3,3,2,2,2,12,408,542,136,IL24-3578,IA,120 g,542  ( IA--136 ),IL24-3578,B4i-26 Oat seed ~120 g
136,IL24-3578,24,3578,3,24,72,3,3,2,2,2,12,408,543,136,IL24-3578,ND,120 g,543  ( ND--136 ),IL24-3578,B4i-26 Oat seed ~120 g
136,IL24-3578,24,3578,3,24,72,3,3,2,2,2,12,408,544,136,IL24-3578,NY,120 g,544  ( NY--136 ),IL24-3578,B4i-26 Oat seed ~120 g
137,IL24-549,24,549,1,24,24,1,0,1,1,1,4,216,545,137,IL24-549,AL,120 g,545  ( AL--137 ),IL24-549,B4i-26 Oat seed ~120 g
137,IL24-549,24,549,1,24,24,1,0,1,1,1,4,216,546,137,IL24-549,IA,120 g,546  ( IA--137 ),IL24-549,B4i-26 Oat seed ~120 g
137,IL24-549,24,549,1,24,24,1,0,1,1,1,4,216,547,137,IL24-549,ND,120 g,547  ( ND--137 ),IL24-549,B4i-26 Oat seed ~120 g
137,IL24-549,24,549,1,24,24,1,0,1,1,1,4,216,548,137,IL24-549,NY,120 g,548  ( NY--137 ),IL24-549,B4i-26 Oat seed ~120 g
138,IL24-5361,24,5361,2,24,48,2,1,1,1,1,6,264,549,138,IL24-5361,AL,120 g,549  ( AL--138 ),IL24-5361,B4i-26 Oat seed ~120 g
138,IL24-5361,24,5361,2,24,48,2,1,1,1,1,6,264,550,138,IL24-5361,IA,120 g,550  ( IA--138 ),IL24-5361,B4i-26 Oat seed ~120 g
138,IL24-5361,24,5361,2,24,48,2,1,1,1,1,6,264,551,138,IL24-5361,ND,120 g,551  ( ND--138 ),IL24-5361,B4i-26 Oat seed ~120 g
138,IL24-5361,24,5361,2,24,48,2,1,1,1,1,6,264,552,138,IL24-5361,NY,120 g,552  ( NY--138 ),IL24-5361,B4i-26 Oat seed ~120 g
139,IL24-5877,24,5877,2,24,48,2,1,1,1,2,7,288,553,139,IL24-5877,AL,120 g,553  ( AL--139 ),IL24-5877,B4i-26 Oat seed ~120 g
139,IL24-5877,24,5877,2,24,48,2,1,1,1,2,7,288,554,139,IL24-5877,IA,120 g,554  ( IA--139 ),IL24-5877,B4i-26 Oat seed ~120 g
139,IL24-5877,24,5877,2,24,48,2,1,1,1,2,7,288,555,139,IL24-5877,ND,120 g,555  ( ND--139 ),IL24-5877,B4i-26 Oat seed ~120 g
139,IL24-5877,24,5877,2,24,48,2,1,1,1,2,7,288,556,139,IL24-5877,NY,120 g,556  ( NY--139 ),IL24-5877,B4i-26 Oat seed ~120 g
140,IL24-8157,24,8157,2,24,48,1,2,2,2,1,8,312,557,140,IL24-8157,AL,120 g,557  ( AL--140 ),IL24-8157,B4i-26 Oat seed ~120 g
140,IL24-8157,24,8157,2,24,48,1,2,2,2,1,8,312,558,140,IL24-8157,IA,120 g,558  ( IA--140 ),IL24-8157,B4i-26 Oat seed ~120 g
140,IL24-8157,24,8157,2,24,48,1,2,2,2,1,8,312,559,140,IL24-8157,ND,120 g,559  ( ND--140 ),IL24-8157,B4i-26 Oat seed ~120 g
140,IL24-8157,24,8157,2,24,48,1,2,2,2,1,8,312,560,140,IL24-8157,NY,120 g,560  ( NY--140 ),IL24-8157,B4i-26 Oat seed ~120 g
141,IL24-6528,24,6528,3,24,72,2,2,3,1,2,10,360,561,141,IL24-6528,AL,120 g,561  ( AL--141 ),IL24-6528,B4i-26 Oat seed ~120 g
141,IL24-6528,24,6528,3,24,72,2,2,3,1,2,10,360,562,141,IL24-6528,IA,120 g,562  ( IA--141 ),IL24-6528,B4i-26 Oat seed ~120 g
141,IL24-6528,24,6528,3,24,72,2,2,3,1,2,10,360,563,141,IL24-6528,ND,120 g,563  ( ND--141 ),IL24-6528,B4i-26 Oat seed ~120 g
141,IL24-6528,24,6528,3,24,72,2,2,3,1,2,10,360,564,141,IL24-6528,NY,120 g,564  ( NY--141 ),IL24-6528,B4i-26 Oat seed ~120 g
142,IL24-8560,24,8560,2,24,48,1,2,1,1,1,6,264,565,142,IL24-8560,AL,120 g,565  ( AL--142 ),IL24-8560,B4i-26 Oat seed ~120 g
142,IL24-8560,24,8560,2,24,48,1,2,1,1,1,6,264,566,142,IL24-8560,IA,120 g,566  ( IA--142 ),IL24-8560,B4i-26 Oat seed ~120 g
142,IL24-8560,24,8560,2,24,48,1,2,1,1,1,6,264,567,142,IL24-8560,ND,120 g,567  ( ND--142 ),IL24-8560,B4i-26 Oat seed ~120 g
142,IL24-8560,24,8560,2,24,48,1,2,1,1,1,6,264,568,142,IL24-8560,NY,120 g,568  ( NY--142 ),IL24-8560,B4i-26 Oat seed ~120 g
143,IL24-3527,24,3527,2,24,48,1,2,1,1,0,5,240,569,143,IL24-3527,AL,120 g,569  ( AL--143 ),IL24-3527,B4i-26 Oat seed ~120 g
143,IL24-3527,24,3527,2,24,48,1,2,1,1,0,5,240,570,143,IL24-3527,IA,120 g,570  ( IA--143 ),IL24-3527,B4i-26 Oat seed ~120 g
143,IL24-3527,24,3527,2,24,48,1,2,1,1,0,5,240,571,143,IL24-3527,ND,120 g,571  ( ND--143 ),IL24-3527,B4i-26 Oat seed ~120 g
143,IL24-3527,24,3527,2,24,48,1,2,1,1,0,5,240,572,143,IL24-3527,NY,120 g,572  ( NY--143 ),IL24-3527,B4i-26 Oat seed ~120 g
144,IL24-2613,24,2613,2,24,48,1,2,0,1,1,5,240,573,144,IL24-2613,AL,120 g,573  ( AL--144 ),IL24-2613,B4i-26 Oat seed ~120 g
144,IL24-2613,24,2613,2,24,48,1,2,0,1,1,5,240,574,144,IL24-2613,IA,120 g,574  ( IA--144 ),IL24-2613,B4i-26 Oat seed ~120 g
144,IL24-2613,24,2613,2,24,48,1,2,0,1,1,5,240,575,144,IL24-2613,ND,120 g,575  ( ND--144 ),IL24-2613,B4i-26 Oat seed ~120 g
144,IL24-2613,24,2613,2,24,48,1,2,0,1,1,5,240,576,144,IL24-2613,NY,120 g,576  ( NY--144 ),IL24-2613,B4i-26 Oat seed ~120 g
145,IL24-4920,24,4920,4,24,96,4,2,2,1,2,11,384,577,145,IL24-4920,AL,120 g,577  ( AL--145 ),IL24-4920,B4i-26 Oat seed ~120 g
145,IL24-4920,24,4920,4,24,96,4,2,2,1,2,11,384,578,145,IL24-4920,IA,120 g,578  ( IA--145 ),IL24-4920,B4i-26 Oat seed ~120 g
145,IL24-4920,24,4920,4,24,96,4,2,2,1,2,11,384,579,145,IL24-4920,ND,120 g,579  ( ND--145 ),IL24-4920,B4i-26 Oat seed ~120 g
145,IL24-4920,24,4920,4,24,96,4,2,2,1,2,11,384,580,145,IL24-4920,NY,120 g,580  ( NY--145 ),IL24-4920,B4i-26 Oat seed ~120 g
146,IL24-3111,24,3111,1,24,24,1,1,0,1,0,3,192,581,146,IL24-3111,AL,120 g,581  ( AL--146 ),IL24-3111,B4i-26 Oat seed ~120 g
146,IL24-3111,24,3111,1,24,24,1,1,0,1,0,3,192,582,146,IL24-3111,IA,120 g,582  ( IA--146 ),IL24-3111,B4i-26 Oat seed ~120 g
146,IL24-3111,24,3111,1,24,24,1,1,0,1,0,3,192,583,146,IL24-3111,ND,120 g,583  ( ND--146 ),IL24-3111,B4i-26 Oat seed ~120 g
146,IL24-3111,24,3111,1,24,24,1,1,0,1,0,3,192,584,146,IL24-3111,NY,120 g,584  ( NY--146 ),IL24-3111,B4i-26 Oat seed ~120 g
147,IL24-6977,24,6977,3,24,72,3,3,3,2,3,14,456,585,147,IL24-6977,AL,120 g,585  ( AL--147 ),IL24-6977,B4i-26 Oat seed ~120 g
147,IL24-6977,24,6977,3,24,72,3,3,3,2,3,14,456,586,147,IL24-6977,IA,120 g,586  ( IA--147 ),IL24-6977,B4i-26 Oat seed ~120 g
147,IL24-6977,24,6977,3,24,72,3,3,3,2,3,14,456,587,147,IL24-6977,ND,120 g,587  ( ND--147 ),IL24-6977,B4i-26 Oat seed ~120 g
147,IL24-6977,24,6977,3,24,72,3,3,3,2,3,14,456,588,147,IL24-6977,NY,120 g,588  ( NY--147 ),IL24-6977,B4i-26 Oat seed ~120 g
148,IL24-4174,24,4174,1,24,24,1,1,0,0,1,3,192,589,148,IL24-4174,AL,120 g,589  ( AL--148 ),IL24-4174,B4i-26 Oat seed ~120 g
148,IL24-4174,24,4174,1,24,24,1,1,0,0,1,3,192,590,148,IL24-4174,IA,120 g,590  ( IA--148 ),IL24-4174,B4i-26 Oat seed ~120 g
148,IL24-4174,24,4174,1,24,24,1,1,0,0,1,3,192,591,148,IL24-4174,ND,120 g,591  ( ND--148 ),IL24-4174,B4i-26 Oat seed ~120 g
148,IL24-4174,24,4174,1,24,24,1,1,0,0,1,3,192,592,148,IL24-4174,NY,120 g,592  ( NY--148 ),IL24-4174,B4i-26 Oat seed ~120 g
149,IL24-5350,24,5350,2,24,48,0,1,2,1,0,4,216,593,149,IL24-5350,AL,120 g,593  ( AL--149 ),IL24-5350,B4i-26 Oat seed ~120 g
149,IL24-5350,24,5350,2,24,48,0,1,2,1,0,4,216,594,149,IL24-5350,IA,120 g,594  ( IA--149 ),IL24-5350,B4i-26 Oat seed ~120 g
149,IL24-5350,24,5350,2,24,48,0,1,2,1,0,4,216,595,149,IL24-5350,ND,120 g,595  ( ND--149 ),IL24-5350,B4i-26 Oat seed ~120 g
149,IL24-5350,24,5350,2,24,48,0,1,2,1,0,4,216,596,149,IL24-5350,NY,120 g,596  ( NY--149 ),IL24-5350,B4i-26 Oat seed ~120 g
150,IL24-8506,24,8506,1,24,24,0,1,0,1,0,2,168,597,150,IL24-8506,AL,120 g,597  ( AL--150 ),IL24-8506,B4i-26 Oat seed ~120 g
150,IL24-8506,24,8506,1,24,24,0,1,0,1,0,2,168,598,150,IL24-8506,IA,120 g,598  ( IA--150 ),IL24-8506,B4i-26 Oat seed ~120 g
150,IL24-8506,24,8506,1,24,24,0,1,0,1,0,2,168,599,150,IL24-8506,ND,120 g,599  ( ND--150 ),IL24-8506,B4i-26 Oat seed ~120 g
150,IL24-8506,24,8506,1,24,24,0,1,0,1,0,2,168,600,150,IL24-8506,NY,120 g,600  ( NY--150 ),IL24-8506,B4i-26 Oat seed ~120 g
151,IL24-4823,24,4823,2,24,48,2,2,1,2,2,9,336,601,151,IL24-4823,AL,120 g,601  ( AL--151 ),IL24-4823,B4i-26 Oat seed ~120 g
151,IL24-4823,24,4823,2,24,48,2,2,1,2,2,9,336,602,151,IL24-4823,IA,120 g,602  ( IA--151 ),IL24-4823,B4i-26 Oat seed ~120 g
151,IL24-4823,24,4823,2,24,48,2,2,1,2,2,9,336,603,151,IL24-4823,ND,120 g,603  ( ND--151 ),IL24-4823,B4i-26 Oat seed ~120 g
151,IL24-4823,24,4823,2,24,48,2,2,1,2,2,9,336,604,151,IL24-4823,NY,120 g,604  ( NY--151 ),IL24-4823,B4i-26 Oat seed ~120 g
152,IL24-155,24,155,2,24,48,1,1,2,2,1,7,288,605,152,IL24-155,AL,120 g,605  ( AL--152 ),IL24-155,B4i-26 Oat seed ~120 g
152,IL24-155,24,155,2,24,48,1,1,2,2,1,7,288,606,152,IL24-155,IA,120 g,606  ( IA--152 ),IL24-155,B4i-26 Oat seed ~120 g
152,IL24-155,24,155,2,24,48,1,1,2,2,1,7,288,607,152,IL24-155,ND,120 g,607  ( ND--152 ),IL24-155,B4i-26 Oat seed ~120 g
152,IL24-155,24,155,2,24,48,1,1,2,2,1,7,288,608,152,IL24-155,NY,120 g,608  ( NY--152 ),IL24-155,B4i-26 Oat seed ~120 g
153,IL24-7829,24,7829,3,24,72,3,3,3,3,2,14,456,609,153,IL24-7829,AL,120 g,609  ( AL--153 ),IL24-7829,B4i-26 Oat seed ~120 g
153,IL24-7829,24,7829,3,24,72,3,3,3,3,2,14,456,610,153,IL24-7829,IA,120 g,610  ( IA--153 ),IL24-7829,B4i-26 Oat seed ~120 g
153,IL24-7829,24,7829,3,24,72,3,3,3,3,2,14,456,611,153,IL24-7829,ND,120 g,611  ( ND--153 ),IL24-7829,B4i-26 Oat seed ~120 g
153,IL24-7829,24,7829,3,24,72,3,3,3,3,2,14,456,612,153,IL24-7829,NY,120 g,612  ( NY--153 ),IL24-7829,B4i-26 Oat seed ~120 g
154,IL24-4221,24,4221,1,24,24,0,1,0,1,0,2,168,613,154,IL24-4221,AL,120 g,613  ( AL--154 ),IL24-4221,B4i-26 Oat seed ~120 g
154,IL24-4221,24,4221,1,24,24,0,1,0,1,0,2,168,614,154,IL24-4221,IA,120 g,614  ( IA--154 ),IL24-4221,B4i-26 Oat seed ~120 g
154,IL24-4221,24,4221,1,24,24,0,1,0,1,0,2,168,615,154,IL24-4221,ND,120 g,615  ( ND--154 ),IL24-4221,B4i-26 Oat seed ~120 g
154,IL24-4221,24,4221,1,24,24,0,1,0,1,0,2,168,616,154,IL24-4221,NY,120 g,616  ( NY--154 ),IL24-4221,B4i-26 Oat seed ~120 g
155,IL24-3221,24,3221,3,24,72,3,2,2,2,2,11,384,617,155,IL24-3221,AL,120 g,617  ( AL--155 ),IL24-3221,B4i-26 Oat seed ~120 g
155,IL24-3221,24,3221,3,24,72,3,2,2,2,2,11,384,618,155,IL24-3221,IA,120 g,618  ( IA--155 ),IL24-3221,B4i-26 Oat seed ~120 g
155,IL24-3221,24,3221,3,24,72,3,2,2,2,2,11,384,619,155,IL24-3221,ND,120 g,619  ( ND--155 ),IL24-3221,B4i-26 Oat seed ~120 g
155,IL24-3221,24,3221,3,24,72,3,2,2,2,2,11,384,620,155,IL24-3221,NY,120 g,620  ( NY--155 ),IL24-3221,B4i-26 Oat seed ~120 g
156,IL24-8721,24,8721,1,24,24,0,0,1,0,1,2,168,621,156,IL24-8721,AL,120 g,621  ( AL--156 ),IL24-8721,B4i-26 Oat seed ~120 g
156,IL24-8721,24,8721,1,24,24,0,0,1,0,1,2,168,622,156,IL24-8721,IA,120 g,622  ( IA--156 ),IL24-8721,B4i-26 Oat seed ~120 g
156,IL24-8721,24,8721,1,24,24,0,0,1,0,1,2,168,623,156,IL24-8721,ND,120 g,623  ( ND--156 ),IL24-8721,B4i-26 Oat seed ~120 g
156,IL24-8721,24,8721,1,24,24,0,0,1,0,1,2,168,624,156,IL24-8721,NY,120 g,624  ( NY--156 ),IL24-8721,B4i-26 Oat seed ~120 g
157,IL24-2728,24,2728,2,24,48,2,1,1,1,1,6,264,625,157,IL24-2728,AL,120 g,625  ( AL--157 ),IL24-2728,B4i-26 Oat seed ~120 g
157,IL24-2728,24,2728,2,24,48,2,1,1,1,1,6,264,626,157,IL24-2728,IA,120 g,626  ( IA--157 ),IL24-2728,B4i-26 Oat seed ~120 g
157,IL24-2728,24,2728,2,24,48,2,1,1,1,1,6,264,627,157,IL24-2728,ND,120 g,627  ( ND--157 ),IL24-2728,B4i-26 Oat seed ~120 g
157,IL24-2728,24,2728,2,24,48,2,1,1,1,1,6,264,628,157,IL24-2728,NY,120 g,628  ( NY--157 ),IL24-2728,B4i-26 Oat seed ~120 g
158,IL24-7338,24,7338,3,24,72,2,2,2,1,3,10,360,629,158,IL24-7338,AL,120 g,629  ( AL--158 ),IL24-7338,B4i-26 Oat seed ~120 g
